id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-10004437-B2,Indicator and analytics for sensor insertion in a continuous analyte monitoring system and related methods ,"Dexcom, Inc.","Katherine Yerre Koehler, Leif N. Bowman, Rian Draeger, Laura Dunn, Eli Reihman",2013-11-14,2017-05-03,2018-06-26,2018-06-26,https://patents.google.com/patent/US10004437B2/en,https://patentimages.storage.googleapis.com/7a/1b/d8/dad79358b18dee/US10004437-20180626-D00000.png
US-10390764-B2,Continuous stress measurement with built-in alarm fatigue reduction features ,"Samsung Electronics Company, Ltd.","Jawahar Jain, James Young, Cody Wortham, Sajid Sadi, Pranav Mistry",2015-07-16,2016-06-15,2019-08-27,2019-08-27,https://patents.google.com/patent/US10390764B2/en,https://patentimages.storage.googleapis.com/39/03/f1/b20bb6596959bf/US10390764-20190827-D00000.png
US-8712108-B2,"Information processing apparatus, information outputting method and computer program storage device ",Sony Corporation,"Masanori Miyahara, Takehiro Hagiwara, Tomohiro Tsunoda",2010-04-06,2011-03-28,2014-04-29,2014-04-29,https://patents.google.com/patent/US8712108B2/en,https://patentimages.storage.googleapis.com/00/db/e8/4013a520470e94/US08712108-20140429-D00000.png
US-11123571-B2,Outpatient health emergency warning system ,"Health Alert, Llc","Alois Antonin Langer, Walter Louis Seale",2012-04-13,2019-02-08,2021-09-21,2021-09-21,https://patents.google.com/patent/US11123571B2/en,https://patentimages.storage.googleapis.com/aa/3e/48/9438a292f63ee1/US11123571-20210921-D00000.png
US-9220419-B2,Systems and methods for predicting coronary plaque vulnerability from patient-specific anatomic image data ,"Heartflow, Inc.","Gilwoo Choi, Leo J. Grady, Michiel Schaap, Charles A. Taylor",2013-12-18,2014-11-18,2015-12-29,2015-12-29,https://patents.google.com/patent/US9220419B2/en,https://patentimages.storage.googleapis.com/0a/c3/ea/e55d122754b822/US09220419-20151229-D00000.png
US-11122976-B2,Remote monitoring of physiological data via the internet ,"At&T Intellectual Property I, L.P.","Lusheng Ji, II Robert R. Miller, Harry R. Worstell",2010-07-27,2017-06-05,2021-09-21,2021-09-21,https://patents.google.com/patent/US11122976B2/en,https://patentimages.storage.googleapis.com/8c/b4/6f/201d7623695062/US11122976-20210921-D00000.png
US-8353770-B2,Mobile social fitness networked game ,Fletcher Lu,Fletcher Lu,2010-02-05,2011-02-07,2013-01-15,2013-01-15,https://patents.google.com/patent/US8353770B2/en,https://patentimages.storage.googleapis.com/09/1b/fd/214e089ea5af48/US08353770-20130115-D00000.png
US-9501919-B2,Method and system for monitoring the activity of a subject within spatial temporal and/or behavioral parameters ,"Elisabeth Laett, Laurent Ruhlmann","Elisabeth Laett, Laurent Ruhlmann",2011-03-11,2012-03-12,2016-11-22,2016-11-22,https://patents.google.com/patent/US9501919B2/en,https://patentimages.storage.googleapis.com/84/6f/ef/9d633a91528117/US09501919-20161122-D00000.png
US-10933104-B2,Gut barrier dysfunction treatment and prevention ,Albert Einstein College Of Medicine,"Sridhar Mani, Subhajit Mukherjee",2012-12-07,2018-02-22,2021-03-02,2021-03-02,https://patents.google.com/patent/US10933104B2/en,https://patentimages.storage.googleapis.com/0f/21/41/57435cc3accbae/US10933104-20210302-D00001.png
US-10743800-B2,Devices and methods for continuous analyte monitoring ,"Dexcom, Inc.","Shawn Larvenz, Katherine Yerre Koehler, Apurv Ullas Kamath, Rian Draeger, Subrai G. Pai",2013-11-14,2018-05-30,2020-08-18,2020-08-18,https://patents.google.com/patent/US10743800B2/en,https://patentimages.storage.googleapis.com/e9/13/6d/8c1b8d1f81092c/US10743800-20200818-D00000.png
US-9642968-B2,Dose measurement system and method ,Common Sensing Inc.,"Richard Whalley, James White",2012-05-21,2015-12-29,2017-05-09,2017-05-09,https://patents.google.com/patent/US9642968B2/en,https://patentimages.storage.googleapis.com/78/9e/b5/bbacec1be088bd/US09642968-20170509-D00000.png
US-8478389-B1,System for processing physiological data ,"VivaQuant, LLC","Marina Brockway, Brian Brockway",2010-04-23,2011-04-22,2013-07-02,2013-07-02,https://patents.google.com/patent/US8478389B1/en,https://patentimages.storage.googleapis.com/e5/07/05/b7d85406bee48f/US08478389-20130702-D00000.png
US-9561004-B2,Automated 3-D orthopedic assessments ,Sectra Ab,Daniel Forsberg,2013-04-29,2013-08-29,2017-02-07,2017-02-07,https://patents.google.com/patent/US9561004B2/en,https://patentimages.storage.googleapis.com/9e/bf/8c/990682449434ae/US09561004-20170207-D00000.png
US-10130307-B2,Electrocardiogram (ECG) authentication method and apparatus ,"Samsung Electronics Co., Ltd.","Yang Liu, Xuetao Feng, Chao Zhang, Chisung BAE, Sang-joon Kim",2016-01-06,2016-12-07,2018-11-20,2018-11-20,https://patents.google.com/patent/US10130307B2/en,https://patentimages.storage.googleapis.com/1f/0c/9f/0cd91d338090f7/US10130307-20181120-D00000.png
US-9124955-B2,Vehicle driver monitor and a method for monitoring a driver ,Card Guard Scientific Survival Ltd.,"Nir Geva, Yacov GEVA, Yair Tal",2011-09-19,2011-09-19,2015-09-01,2015-09-01,https://patents.google.com/patent/US9124955B2/en,https://patentimages.storage.googleapis.com/33/99/de/984b4abef756ef/US09124955-20150901-D00000.png
US-9173816-B2,Closed system transfer device and automation system ,"Intelligent Hospital Systems, Inc.","Alex H. Reinhardt, Ronald H. Rob",2012-07-24,2013-07-24,2015-11-03,2015-11-03,https://patents.google.com/patent/US9173816B2/en,https://patentimages.storage.googleapis.com/c6/eb/56/145e92687f6ba1/US09173816-20151103-D00000.png
US-10699407-B2,Method and system for assessing vessel obstruction based on machine learning ,Pie Medical Imaging B.V.,"Ivana Isgum, Majd Zreik, Jean-Paul Aben",2018-04-11,2019-04-09,2020-06-30,2020-06-30,https://patents.google.com/patent/US10699407B2/en,https://patentimages.storage.googleapis.com/0c/c8/51/5be03acdf0c0e9/US10699407-20200630-D00000.png
US-9672472-B2,System and method for managing behavior change applications for mobile users ,Mobiquity Incorporated,"Scott Andrew Snyder, Gregory Paul Rozal, Andrew Nanopoulos, Stephen Tyler Rollin",2013-06-07,2013-06-07,2017-06-06,2017-06-06,https://patents.google.com/patent/US9672472B2/en,https://patentimages.storage.googleapis.com/cb/85/5a/87c3185bd1983d/US09672472-20170606-D00000.png
US-9532723-B2,Mobile terminal and controlling method thereof ,Lg Electronics Inc.,"Youngsik Kim, Hongjo Shim",2014-07-31,2015-07-09,2017-01-03,2017-01-03,https://patents.google.com/patent/US9532723B2/en,https://patentimages.storage.googleapis.com/24/4b/e6/a223f9f11dcedb/US09532723-20170103-D00000.png
US-10504624-B2,System and method for segmentation and automated measurement of chronic wound images ,Ohio State Innovation Foundation,"Metin N. Gurcan, Chandan K. Sen, Gayle Gordillo",2015-03-23,2018-04-10,2019-12-10,2019-12-10,https://patents.google.com/patent/US10504624B2/en,https://patentimages.storage.googleapis.com/ee/26/fe/2bbed6e990ce56/US10504624-20191210-D00000.png
US-10743946-B2,Medical user interfaces and related methods of use ,"Boston Scientific Scimed, Inc.","Timothy P. Harrah, Christopher L. Oskin, Derrick LENZ, Arpita Banerjee, Sandesh GAVADE, Pavan MISRA, Abhijit Takale",2016-01-29,2019-03-01,2020-08-18,2020-08-18,https://patents.google.com/patent/US10743946B2/en,https://patentimages.storage.googleapis.com/f4/4c/f8/650479f76de334/US10743946-20200818-D00000.png
US-11056243-B2,Systems and methods for optimizing treatment planning ,Elekta Ab (Publ),Jens Olof Sj철lund,2015-12-21,2015-12-21,2021-07-06,2021-07-06,https://patents.google.com/patent/US11056243B2/en,https://patentimages.storage.googleapis.com/0b/55/ef/e747adc96e6a77/US11056243-20210706-D00000.png
US-10621192-B2,Method and apparatus for accelerated format translation of data in a delimited data format ,"IP Resevoir, LLC","Michael John Henrichs, Joseph M. Lancaster, Roger Dean Chamberlain, Jason R. White, Kevin Brian Sprague, Terry Tidwell",2012-10-23,2017-04-17,2020-04-14,2020-04-14,https://patents.google.com/patent/US10621192B2/en,https://patentimages.storage.googleapis.com/43/81/59/d4d27de647eeaa/US10621192-20200414-D00000.png
US-10360810-B1,Educational doll for children with chronic illness ,Sproutel Inc.,"Aaron Jay Horowitz, Hannah Chung, Mert Hilmi Iseri, Yuri Frank Maxwell Malina",2011-09-28,2016-07-05,2019-07-23,2019-07-23,https://patents.google.com/patent/US10360810B1/en,https://patentimages.storage.googleapis.com/c8/ff/53/614e0dd5ace47a/US10360810-20190723-D00000.png
US-10413432-B2,Systems and methods for identifying personalized vascular implants from patient-specific anatomic image data ,"Heartflow, Inc.","Leo J. Grady, Charles A. Taylor, Gilwoo Choi, Campbell Rogers",2013-08-16,2015-10-20,2019-09-17,2019-09-17,https://patents.google.com/patent/US10413432B2/en,https://patentimages.storage.googleapis.com/4e/41/70/f25baaf1d30238/US10413432-20190917-D00000.png
US-11285274-B2,Methods for the systemic delivery of therapeutic agents to the pulmonary system using a droplet delivery device ,"Pneuma Respiratory, Inc.","Louis Thomas Germinario, John H. Hebrank, Charles Eric Hunter, Thomas P. Stern",2016-05-03,2017-05-03,2022-03-29,2022-03-29,https://patents.google.com/patent/US11285274B2/en,https://patentimages.storage.googleapis.com/5a/05/19/7a6d29dae6fbb4/US11285274-20220329-D00000.png
US-9657342-B2,Sequencing methods for prenatal diagnoses ,"Verinata Health, Inc.","Richard P. Rava, Manjula Chinnappa, David A. Comstock, Gabrielle Heilek, Brian Kent Rhees",2010-01-19,2010-12-01,2017-05-23,2017-05-23,https://patents.google.com/patent/US9657342B2/en,https://patentimages.storage.googleapis.com/64/c5/41/68c0a4a0597844/US09657342-20170523-D00000.png
US-10506960-B2,System for screening of the state of oxygenation of a subject ,Koninklijke Philips N.V.,Siegfried Walter KAESTLE,2013-07-10,2014-06-30,2019-12-17,2019-12-17,https://patents.google.com/patent/US10506960B2/en,https://patentimages.storage.googleapis.com/5a/05/10/60cde1839f4c44/US10506960-20191217-D00000.png
US-9282995-B2,Recovery and processing of human embryos formed in vivo ,"Previvo Genetics, Llc","Sandra Ann CARSON, John E. Buster",2011-12-22,2011-12-22,2016-03-15,2016-03-15,https://patents.google.com/patent/US9282995B2/en,https://patentimages.storage.googleapis.com/74/02/08/ee17e1be5ba5cb/US09282995-20160315-D00000.png
US-9224124-B2,Item storage and tracking cabinet and arrangement ,"Mobile Aspects, Inc.","Muhammad R. Rahim, Khang Nguyen Le, Timur P. Sriharto, Pribadi Kardono, Suneil Mandava",2013-10-29,2014-10-27,2015-12-29,2015-12-29,https://patents.google.com/patent/US9224124B2/en,https://patentimages.storage.googleapis.com/78/83/1e/98cde7703333e8/US09224124-20151229-D00000.png
US-10758670-B2,Diabetes management system ,"Bigfoot Biomedical, Inc.","Jeffrey Brewer, Kevin S. Lee",2016-01-14,2019-03-01,2020-09-01,2020-09-01,https://patents.google.com/patent/US10758670B2/en,https://patentimages.storage.googleapis.com/88/c9/a6/40c756188760e5/US10758670-20200901-D00000.png
US-10009434-B2,"Methods, systems, and products for personalized monitoring of data ","At&T Intellectual Property I, L.P.","Tum J. Lee, Monowar Hossain, Thiru Ilango, Gregory C. Sheehan",2012-12-02,2017-01-06,2018-06-26,2018-06-26,https://patents.google.com/patent/US10009434B2/en,https://patentimages.storage.googleapis.com/6f/50/38/c55b240c4e576d/US10009434-20180626-D00000.png
US-10806334-B2,System and method for multiclass classification of images using a programmable light source ,Verily Life Sciences Llc,"Vidya Ganapati, Eden Rephaeli",2017-02-28,2017-02-28,2020-10-20,2020-10-20,https://patents.google.com/patent/US10806334B2/en,https://patentimages.storage.googleapis.com/72/06/19/c3c21e3bc3ecd5/US10806334-20201020-D00000.png
US-8874260-B2,Medication dispensing and control unit ,Leon Saltsov,Leon Saltsov,2010-04-22,2012-04-09,2014-10-28,2014-10-28,https://patents.google.com/patent/US8874260B2/en,https://patentimages.storage.googleapis.com/1f/63/a8/9e7f0869e1914f/US08874260-20141028-D00000.png
US-10853517-B2,Method for handling privacy data ,Nagravision S.A.,Antoine Burckard,2011-05-10,2017-11-03,2020-12-01,2020-12-01,https://patents.google.com/patent/US10853517B2/en,https://patentimages.storage.googleapis.com/f3/66/81/5d2bc844c73518/US10853517-20201201-D00000.png
US-9814389-B2,Continuous analyte monitoring system ,"Senseonics, Incorporated",Andrew DeHennis,2013-12-31,2014-12-23,2017-11-14,2017-11-14,https://patents.google.com/patent/US9814389B2/en,https://patentimages.storage.googleapis.com/6d/95/5f/af10c5e4d676e8/US09814389-20171114-D00000.png
US-8916390-B2,Portable rapid diagnostic test reader ,The Regents Of The University Of California,"Aydogan Ozcan, Onur Mudanyali, Stoyan Dimitrov, Uzair Sikora, Swati Padmanabhan, Isa Navrus",2012-02-06,2012-05-31,2014-12-23,2014-12-23,https://patents.google.com/patent/US8916390B2/en,https://patentimages.storage.googleapis.com/70/9a/2f/2600eb53d8125b/US08916390-20141223-D00000.png
US-9839363-B2,Discordance monitoring ,"Alivecor, Inc.",David E. Albert,2015-05-13,2016-05-13,2017-12-12,2017-12-12,https://patents.google.com/patent/US9839363B2/en,https://patentimages.storage.googleapis.com/fd/7d/ef/72e60b7c0a369b/US09839363-20171212-D00000.png
US-10736697-B2,"Methods, systems and devices for pre-operatively planned shoulder surgery guides and implants ",Imascap Sas,"Jean Chaoui, Gilles Walch",2013-10-10,2014-10-10,2020-08-11,2020-08-11,https://patents.google.com/patent/US10736697B2/en,https://patentimages.storage.googleapis.com/e8/76/4d/5f5d8feee1fe1b/US10736697-20200811-D00000.png
US-8933292-B2,Absorbent article with sensor array for body exudate detection ,"Kimberly-Clark Worldwide, Inc.","Jose K. Abraham, Kathy Geralyn Richardson, Davis Dang Hoang Nhan, Theodore T. Tower, Candace Dyan Krautkramer, John Gavin MacDonald",2011-10-28,2011-10-28,2015-01-13,2015-01-13,https://patents.google.com/patent/US8933292B2/en,https://patentimages.storage.googleapis.com/e1/d8/43/333a02d1de6caf/US08933292-20150113-D00000.png
US-10388414-B2,Multi-parameter diabetes risk evaluations ,"Liposcience, Inc.","James D. Otvos, Irina Y. Shalaurova, Dennis W. Bennett, Justyna E. Wolak-Dinsmore, Thomas M. O'Connell, Kelly Mercier",2012-06-08,2016-05-03,2019-08-20,2019-08-20,https://patents.google.com/patent/US10388414B2/en,https://patentimages.storage.googleapis.com/5f/08/10/258b66a2f9b8bd/US10388414-20190820-D00000.png
US-10932729-B2,Opioid overdose monitoring ,Masimo Corporation,"Massi Joe E. Kiani, Bilal Muhsin, Ammar Al-Ali, Keith Ward Indorf, Omar Ahmed, Jerome Novak, Walter M. Weber",2018-06-06,2019-06-05,2021-03-02,2021-03-02,https://patents.google.com/patent/US10932729B2/en,https://patentimages.storage.googleapis.com/99/31/8e/02787579291bf9/US10932729-20210302-D00000.png
US-10635781-B2,Health assessment by remote physical examination ,Uniloc 2017 Llc,Craig S. Etchegoyen,2012-02-23,2016-09-19,2020-04-28,2020-04-28,https://patents.google.com/patent/US10635781B2/en,https://patentimages.storage.googleapis.com/f3/47/a3/280b94fb1de06d/US10635781-20200428-D00000.png
US-10602963-B2,System and method of using location technology to aid patient recovery ,General Electric Company,"Bruce A. Friedman, Matthew Grubis, Brian W. Nantz, Carl C. Davis",2010-08-03,2015-07-06,2020-03-31,2020-03-31,https://patents.google.com/patent/US10602963B2/en,https://patentimages.storage.googleapis.com/c0/67/06/c82c7ebcd5139d/US10602963-20200331-D00000.png
US-9775533-B2,System and method of determining a risk score for triage ,Singapore Health Services Pte Ltd,"Marcus Eng Hock Ong, Nan Liu",2013-03-08,2013-03-08,2017-10-03,2017-10-03,https://patents.google.com/patent/US9775533B2/en,https://patentimages.storage.googleapis.com/1f/82/7a/d9c6e015582690/US09775533-20171003-D00000.png
US-10327705-B2,Method and device to monitor at least one vehicle passenger and method to control at least one assistance device ,Daimler Ag,"Galia Weidl, Michael Schrauf",2011-08-05,2012-07-24,2019-06-25,2019-06-25,https://patents.google.com/patent/US10327705B2/en,https://patentimages.storage.googleapis.com/63/c2/ff/7dd95511164869/US10327705-20190625-D00000.png
US-11009870-B2,Vehicle compatible ambulatory defibrillator ,Zoll Medical Corporation,"Gary A Freeman, Guy R Johnson, Gregory R Frank",2017-06-06,2018-06-05,2021-05-18,2021-05-18,https://patents.google.com/patent/US11009870B2/en,https://patentimages.storage.googleapis.com/94/61/4c/713eecc9ce47c8/US11009870-20210518-D00000.png
US-9747421-B2,Multi-factor brain analysis via medical imaging decision support systems and methods ,Picofemto LLC,"Srikant Krishna, Fatih Sirin, Dhinakaran Chinappen, Robert Callan, William C. Bubel, Brian Kennedy",2014-02-10,2015-02-09,2017-08-29,2017-08-29,https://patents.google.com/patent/US9747421B2/en,https://patentimages.storage.googleapis.com/96/4b/e8/15cd7900da5f85/US09747421-20170829-D00000.png
US-9189597-B2,Technical medical device having a touchscreen and method ,Fresenius Medical Care Deutschland Gmbh,"Holger Bluemler, Wolfgang Wehmeyer",2011-02-18,2012-02-14,2015-11-17,2015-11-17,https://patents.google.com/patent/US9189597B2/en,https://patentimages.storage.googleapis.com/6d/ee/f2/416598bee5c1d9/US09189597-20151117-D00000.png
US-8909391-B1,Responsive navigation of an unmanned aerial vehicle to a remedial facility ,Google Inc.,"Eric Peeters, Eric Teller, William Graham Patrick",2012-12-28,2012-12-28,2014-12-09,2014-12-09,https://patents.google.com/patent/US8909391B1/en,https://patentimages.storage.googleapis.com/ff/f4/c5/a705e049c9fe6d/US08909391-20141209-D00000.png
